reclat,reclon,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-78.82270864,42.95088946,0,0,147,208.5535939,2020/10/30 16:39:14+00,,,,,,,,,,,,,,,,,,,,,
-78.82269802,42.95090777,0,0,148,208.9551915,2020/10/30 16:39:15+00,,,,,,,,,,,,,,,,,,,,,
-78.82268718,42.95092669,0,0,149,208.6844224,2020/10/30 16:39:16+00,,,,,,,,,,,,,,,,,,,,,
-78.82267433,42.95096581,0,0,150,208.0624796,2020/10/30 16:39:18+00,,,,,,,,,,,,,,,,,,,,,
-78.82266126,42.95098219,0,0,151,208.2502826,2020/10/30 16:39:19+00,,,,,,,,,,,,,,,,,,,,,
-78.82264131,42.95101165,0,0,152,209.3535113,2020/10/30 16:39:21+00,,,,,,,,,,,,,,,,,,,,,
-78.82261956,42.95102228,0,0,153,209.6201556,2020/10/30 16:39:22+00,,,,,,,,,,,,,,,,,,,,,
-78.82260055,42.95103623,0,0,154,209.4975175,2020/10/30 16:39:23+00,,,,,,,,,,,,,,,,,,,,,
-78.82258002,42.95105586,0,0,155,208.7962071,2020/10/30 16:39:24+00,,,,,,,,,,,,,,,,,,,,,
-78.82256848,42.95108057,0,0,156,208.2018111,2020/10/30 16:39:26+00,,,,,,,,,,,,,,,,,,,,,
-78.82259909,42.95107484,0,0,157,209.1278941,2020/10/30 16:39:28+00,,,,,,,,,,,,,,,,,,,,,
-78.82262414,42.95106889,0,0,158,209.5433217,2020/10/30 16:39:29+00,,,,,,,,,,,,,,,,,,,,,
-78.82261798,42.95104251,0,0,159,209.2960105,2020/10/30 16:39:31+00,,,,,,,,,,,,,,,,,,,,,
-78.82258509,42.95103323,0,0,160,209.2787502,2020/10/30 16:39:33+00,,,,,,,,,,,,,,,,,,,,,
-78.82255301,42.95105741,0,0,161,207.9599463,2020/10/30 16:39:35+00,,,,,,,,,,,,,,,,,,,,,
-78.82252913,42.95109383,0,0,162,208.4368965,2020/10/30 16:39:37+00,,,,,,,,,,,,,,,,,,,,,
-78.82251211,42.95111531,0,0,163,208.2750442,2020/10/30 16:39:38+00,,,,,,,,,,,,,,,,,,,,,
-78.82249775,42.95113125,0,0,164,208.2034616,2020/10/30 16:39:39+00,,,,,,,,,,,,,,,,,,,,,
-78.82247185,42.95115858,0,0,165,209.0319825,2020/10/30 16:39:41+00,,,,,,,,,,,,,,,,,,,,,
-78.82245351,42.95117665,0,0,166,209.5411803,2020/10/30 16:39:43+00,,,,,,,,,,,,,,,,,,,,,
-78.82242484,42.95119596,0,0,167,209.5031439,2020/10/30 16:39:45+00,,,,,,,,,,,,,,,,,,,,,
-78.82238194,42.9511935,0,0,168,209.7098472,2020/10/30 16:39:47+00,,,,,,,,,,,,,,,,,,,,,
-78.82237742,42.95117004,0,0,169,209.7297475,2020/10/30 16:39:48+00,,,,,,,,,,,,,,,,,,,,,
-78.82240181,42.95114907,0,0,170,209.5515483,2020/10/30 16:39:49+00,,,,,,,,,,,,,,,,,,,,,
-78.82242858,42.95113962,0,0,171,209.41089,2020/10/30 16:39:50+00,,,,,,,,,,,,,,,,,,,,,
-78.82245838,42.95113828,0,0,172,209.1780188,2020/10/30 16:39:51+00,,,,,,,,,,,,,,,,,,,,,
-78.82247797,42.95115077,0,0,173,209.0388749,2020/10/30 16:39:52+00,,,,,,,,,,,,,,,,,,,,,
-78.82248779,42.95116963,0,0,174,209.1617752,2020/10/30 16:39:53+00,,,,,,,,,,,,,,,,,,,,,
-78.82245513,42.95118374,0,0,175,208.9139495,2020/10/30 16:39:55+00,,,,,,,,,,,,,,,,,,,,,
-78.8224299,42.95119436,0,0,176,209.2984114,2020/10/30 16:39:56+00,,,,,,,,,,,,,,,,,,,,,
