reclat,reclon,track_fid,track_seg_id,track_seg_point_id,ele,time,course,speed,magvar,geoidheight,name,cmt,desc,src,url,urlname,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-78.82345239,42.95270041,0,0,232,172,2020/10/30 13:28:04+00,,1.77,,,,,,,,,,,,13,,,,,
-78.82343744,42.95271468,0,0,233,171,2020/10/30 13:28:05+00,,1.99,,,,,,,,,,,,13,,,,,
-78.82342541,42.95272582,0,0,234,171,2020/10/30 13:28:06+00,,1.43,,,,,,,,,,,,13,,,,,
-78.82341665,42.95273567,0,0,235,171,2020/10/30 13:28:07+00,,1.43,,,,,,,,,,,,13,,,,,
-78.82340852,42.95274325,0,0,236,170,2020/10/30 13:28:08+00,,1.21,,,,,,,,,,,,13,,,,,
-78.82340596,42.95274833,0,0,237,171,2020/10/30 13:28:09+00,,0.52,,,,,,,,,,,,13,,,,,
-78.82340509,42.95275292,0,0,238,171,2020/10/30 13:28:10+00,,0.89,,,,,,,,,,,,13,,,,,
-78.82340219,42.95275945,0,0,239,171,2020/10/30 13:28:11+00,,0.96,,,,,,,,,,,,13,,,,,
-78.82339646,42.95276569,0,0,240,170,2020/10/30 13:28:12+00,,1,,,,,,,,,,,,13,,,,,
-78.82339139,42.95276866,0,0,241,169,2020/10/30 13:28:13+00,,0.71,,,,,,,,,,,,13,,,,,
-78.82339741,42.95276783,0,0,242,169,2020/10/30 13:28:14+00,,0,,,,,,,,,,,,13,,,,,
-78.8233949,42.95276851,0,0,243,168,2020/10/30 13:28:15+00,,0.37,,,,,,,,,,,,13,,,,,
-78.82338965,42.95276783,0,0,244,168,2020/10/30 13:28:16+00,,0.41,,,,,,,,,,,,13,,,,,
-78.82338518,42.95276453,0,0,245,167,2020/10/30 13:28:17+00,,0.42,,,,,,,,,,,,13,,,,,
-78.82337462,42.95275795,0,0,246,167,2020/10/30 13:28:18+00,,1.18,,,,,,,,,,,,13,,,,,
-78.82336314,42.95274972,0,0,247,168,2020/10/30 13:28:19+00,,0.87,,,,,,,,,,,,13,,,,,
-78.82335685,42.9527423,0,0,248,168,2020/10/30 13:28:20+00,,0.8,,,,,,,,,,,,13,,,,,
-78.82335495,42.95273636,0,0,249,168,2020/10/30 13:28:21+00,,0.49,,,,,,,,,,,,13,,,,,
-78.82335659,42.95273203,0,0,250,168,2020/10/30 13:28:22+00,,0.51,,,,,,,,,,,,13,,,,,
-78.82335712,42.95272757,0,0,251,169,2020/10/30 13:28:23+00,,0.52,,,,,,,,,,,,13,,,,,
-78.8233585,42.95271996,0,0,252,170,2020/10/30 13:28:24+00,,0.98,,,,,,,,,,,,13,,,,,
-78.8233628,42.95270861,0,0,253,171,2020/10/30 13:28:25+00,,1.22,,,,,,,,,,,,13,,,,,
-78.82337389,42.95270063,0,0,254,171,2020/10/30 13:28:26+00,,1.46,,,,,,,,,,,,13,,,,,
-78.82338777,42.9526985,0,0,255,171,2020/10/30 13:28:27+00,,0.98,,,,,,,,,,,,13,,,,,
-78.82339411,42.95270293,0,0,256,171,2020/10/30 13:28:28+00,,0.59,,,,,,,,,,,,13,,,,,
-78.82339329,42.95271342,0,0,257,170,2020/10/30 13:28:29+00,,1.07,,,,,,,,,,,,13,,,,,
-78.82338665,42.95272536,0,0,258,171,2020/10/30 13:28:30+00,,1.02,,,,,,,,,,,,13,,,,,
-78.82337581,42.9527349,0,0,259,171,2020/10/30 13:28:31+00,,0.98,,,,,,,,,,,,13,,,,,
-78.82336482,42.95274419,0,0,260,171,2020/10/30 13:28:32+00,,1.01,,,,,,,,,,,,12,,,,,
-78.82335231,42.95275126,0,0,261,170,2020/10/30 13:28:33+00,,0.92,,,,,,,,,,,,13,,,,,
-78.82333766,42.9527537,0,0,262,170,2020/10/30 13:28:34+00,,1.03,,,,,,,,,,,,13,,,,,
-78.82332221,42.95275185,0,0,263,170,2020/10/30 13:28:35+00,,1.01,,,,,,,,,,,,13,,,,,
-78.82331219,42.95274088,0,0,264,170,2020/10/30 13:28:36+00,,1.4,,,,,,,,,,,,13,,,,,
-78.82331096,42.95272576,0,0,265,170,2020/10/30 13:28:37+00,,1.23,,,,,,,,,,,,13,,,,,
-78.82331865,42.95271238,0,0,266,170,2020/10/30 13:28:38+00,,1.36,,,,,,,,,,,,13,,,,,
-78.8233291,42.95270053,0,0,267,170,2020/10/30 13:28:39+00,,1.23,,,,,,,,,,,,13,,,,,
-78.82333936,42.95269264,0,0,268,171,2020/10/30 13:28:40+00,,1.01,,,,,,,,,,,,13,,,,,
-78.82335092,42.95268811,0,0,269,171,2020/10/30 13:28:41+00,,1.07,,,,,,,,,,,,13,,,,,
-78.82336249,42.9526874,0,0,270,171,2020/10/30 13:28:42+00,,0.81,,,,,,,,,,,,13,,,,,
-78.82337454,42.95269151,0,0,271,170,2020/10/30 13:28:43+00,,1.01,,,,,,,,,,,,13,,,,,
-78.82338135,42.95269937,0,0,272,170,2020/10/30 13:28:44+00,,0.73,,,,,,,,,,,,13,,,,,
-78.82338226,42.95271105,0,0,273,170,2020/10/30 13:28:45+00,,1.18,,,,,,,,,,,,13,,,,,
-78.8233763,42.95272302,0,0,274,170,2020/10/30 13:28:46+00,,1,,,,,,,,,,,,12,,,,,
-78.82336447,42.95273385,0,0,275,169,2020/10/30 13:28:47+00,,1.2,,,,,,,,,,,,12,,,,,
-78.82334993,42.95274291,0,0,276,168,2020/10/30 13:28:48+00,,1.22,,,,,,,,,,,,12,,,,,
-78.82333658,42.95275082,0,0,277,168,2020/10/30 13:28:49+00,,1.12,,,,,,,,,,,,12,,,,,
-78.82332461,42.95275997,0,0,278,169,2020/10/30 13:28:50+00,,1.2,,,,,,,,,,,,12,,,,,
-78.82331231,42.95276691,0,0,279,169,2020/10/30 13:28:51+00,,1.05,,,,,,,,,,,,12,,,,,
-78.82330009,42.95277002,0,0,280,169,2020/10/30 13:28:52+00,,0.83,,,,,,,,,,,,13,,,,,
-78.8232905,42.95277006,0,0,281,169,2020/10/30 13:28:53+00,,0.55,,,,,,,,,,,,13,,,,,
-78.82328671,42.95276793,0,0,282,169,2020/10/30 13:28:54+00,,0,,,,,,,,,,,,13,,,,,
-78.82328656,42.95276586,0,0,283,169,2020/10/30 13:28:55+00,,0,,,,,,,,,,,,13,,,,,
-78.8232862,42.95276305,0,0,284,169,2020/10/30 13:28:56+00,,0,,,,,,,,,,,,13,,,,,
-78.82328603,42.95276216,0,0,285,169,2020/10/30 13:28:57+00,,0,,,,,,,,,,,,13,,,,,
-78.82328049,42.95275683,0,0,286,169,2020/10/30 13:28:58+00,,0.9,,,,,,,,,,,,13,,,,,
-78.82327595,42.95274914,0,0,287,169,2020/10/30 13:28:59+00,,0.96,,,,,,,,,,,,13,,,,,
-78.82327587,42.95274046,0,0,288,169,2020/10/30 13:29:00+00,,0.86,,,,,,,,,,,,13,,,,,
-78.82328042,42.95273195,0,0,289,169,2020/10/30 13:29:01+00,,0.88,,,,,,,,,,,,13,,,,,
-78.82328653,42.95272176,0,0,290,168,2020/10/30 13:29:02+00,,1.2,,,,,,,,,,,,13,,,,,
-78.82329353,42.95271115,0,0,291,168,2020/10/30 13:29:03+00,,1.03,,,,,,,,,,,,13,,,,,
-78.82330014,42.9527036,0,0,292,167,2020/10/30 13:29:04+00,,0.72,,,,,,,,,,,,13,,,,,
-78.82330783,42.95269785,0,0,293,167,2020/10/30 13:29:05+00,,0.77,,,,,,,,,,,,13,,,,,
-78.82331995,42.95269431,0,0,294,168,2020/10/30 13:29:06+00,,0.96,,,,,,,,,,,,13,,,,,
-78.82333222,42.95269399,0,0,295,168,2020/10/30 13:29:07+00,,0.68,,,,,,,,,,,,13,,,,,
-78.82334371,42.95269664,0,0,296,168,2020/10/30 13:29:08+00,,0.82,,,,,,,,,,,,13,,,,,
-78.82335496,42.95270178,0,0,297,168,2020/10/30 13:29:09+00,,0.89,,,,,,,,,,,,13,,,,,
-78.82336593,42.95270814,0,0,298,168,2020/10/30 13:29:10+00,,0.9,,,,,,,,,,,,12,,,,,
-78.82337263,42.95271789,0,0,299,168,2020/10/30 13:29:11+00,,1.06,,,,,,,,,,,,12,,,,,
-78.82337497,42.95272772,0,0,300,168,2020/10/30 13:29:12+00,,0.71,,,,,,,,,,,,12,,,,,
-78.82337239,42.95273594,0,0,301,168,2020/10/30 13:29:13+00,,0.66,,,,,,,,,,,,12,,,,,
-78.823367,42.9527446,0,0,302,168,2020/10/30 13:29:14+00,,0.85,,,,,,,,,,,,12,,,,,
-78.8233609,42.95275304,0,0,303,168,2020/10/30 13:29:15+00,,0.76,,,,,,,,,,,,12,,,,,
-78.82335382,42.95275939,0,0,304,168,2020/10/30 13:29:16+00,,0.84,,,,,,,,,,,,12,,,,,
-78.82334485,42.95276588,0,0,305,169,2020/10/30 13:29:17+00,,0.91,,,,,,,,,,,,12,,,,,
-78.82333666,42.95277121,0,0,306,169,2020/10/30 13:29:18+00,,0.66,,,,,,,,,,,,12,,,,,
-78.82333239,42.9527739,0,0,307,170,2020/10/30 13:29:19+00,,0.28,,,,,,,,,,,,12,,,,,
-78.82332503,42.9527782,0,0,308,170,2020/10/30 13:29:20+00,,0.92,,,,,,,,,,,,13,,,,,
-78.82331212,42.95278173,0,0,309,169,2020/10/30 13:29:21+00,,1,,,,,,,,,,,,13,,,,,
-78.82329965,42.95277987,0,0,310,170,2020/10/30 13:29:22+00,,0.97,,,,,,,,,,,,13,,,,,
-78.82328899,42.95277184,0,0,311,170,2020/10/30 13:29:23+00,,1.11,,,,,,,,,,,,13,,,,,
-78.82328273,42.95275913,0,0,312,169,2020/10/30 13:29:24+00,,1.33,,,,,,,,,,,,13,,,,,
-78.82328311,42.95274308,0,0,313,169,2020/10/30 13:29:25+00,,1.69,,,,,,,,,,,,13,,,,,
-78.8232882,42.95272933,0,0,314,169,2020/10/30 13:29:26+00,,1.15,,,,,,,,,,,,13,,,,,
-78.82329592,42.95271806,0,0,315,168,2020/10/30 13:29:27+00,,1.24,,,,,,,,,,,,13,,,,,
-78.8233047,42.95270784,0,0,316,168,2020/10/30 13:29:28+00,,1.16,,,,,,,,,,,,13,,,,,
-78.82331578,42.95269925,0,0,317,168,2020/10/30 13:29:29+00,,1.3,,,,,,,,,,,,13,,,,,
-78.82333178,42.95269201,0,0,318,168,2020/10/30 13:29:30+00,,1.44,,,,,,,,,,,,13,,,,,
-78.82335141,42.95268627,0,0,319,168,2020/10/30 13:29:31+00,,1.56,,,,,,,,,,,,13,,,,,
-78.82336795,42.95268678,0,0,320,168,2020/10/30 13:29:32+00,,1.17,,,,,,,,,,,,13,,,,,
-78.82338228,42.95269077,0,0,321,169,2020/10/30 13:29:33+00,,1.17,,,,,,,,,,,,13,,,,,
-78.82339392,42.95269521,0,0,322,170,2020/10/30 13:29:34+00,,0.7,,,,,,,,,,,,13,,,,,
-78.82340349,42.95270218,0,0,323,171,2020/10/30 13:29:35+00,,0.95,,,,,,,,,,,,13,,,,,
-78.82340992,42.95271083,0,0,324,171,2020/10/30 13:29:36+00,,0.77,,,,,,,,,,,,12,,,,,
-78.82340718,42.95272379,0,0,325,171,2020/10/30 13:29:37+00,,1.36,,,,,,,,,,,,12,,,,,
-78.82339957,42.9527381,0,0,326,171,2020/10/30 13:29:38+00,,1.13,,,,,,,,,,,,12,,,,,
-78.82339113,42.95274876,0,0,327,171,2020/10/30 13:29:39+00,,0.9,,,,,,,,,,,,12,,,,,
-78.82338098,42.95275891,0,0,328,171,2020/10/30 13:29:40+00,,1.27,,,,,,,,,,,,12,,,,,
-78.82336841,42.95276979,0,0,329,171,2020/10/30 13:29:41+00,,1.42,,,,,,,,,,,,12,,,,,
-78.82335554,42.95277804,0,0,330,171,2020/10/30 13:29:42+00,,0.93,,,,,,,,,,,,12,,,,,
-78.82334394,42.95278289,0,0,331,171,2020/10/30 13:29:43+00,,0.92,,,,,,,,,,,,13,,,,,
-78.82333242,42.95278682,0,0,332,171,2020/10/30 13:29:44+00,,0.81,,,,,,,,,,,,13,,,,,
-78.82331747,42.95279076,0,0,333,172,2020/10/30 13:29:45+00,,1.25,,,,,,,,,,,,13,,,,,
-78.82329852,42.95279254,0,0,334,173,2020/10/30 13:29:46+00,,1.43,,,,,,,,,,,,13,,,,,
-78.82327601,42.95279222,0,0,335,173,2020/10/30 13:29:47+00,,1.72,,,,,,,,,,,,13,,,,,
-78.82325531,42.95279046,0,0,336,173,2020/10/30 13:29:48+00,,1.42,,,,,,,,,,,,13,,,,,
-78.82323584,42.95278622,0,0,337,172,2020/10/30 13:29:49+00,,1.5,,,,,,,,,,,,13,,,,,
-78.82321785,42.95278062,0,0,338,172,2020/10/30 13:29:50+00,,1.43,,,,,,,,,,,,13,,,,,
-78.82319942,42.95277365,0,0,339,173,2020/10/30 13:29:51+00,,1.58,,,,,,,,,,,,13,,,,,
-78.82318294,42.95276537,0,0,340,173,2020/10/30 13:29:52+00,,1.36,,,,,,,,,,,,13,,,,,
-78.82316703,42.95275869,0,0,341,172,2020/10/30 13:29:53+00,,1.32,,,,,,,,,,,,13,,,,,
-78.82315165,42.95275478,0,0,342,172,2020/10/30 13:29:54+00,,1.22,,,,,,,,,,,,13,,,,,
-78.82313357,42.952754,0,0,343,172,2020/10/30 13:29:55+00,,1.59,,,,,,,,,,,,13,,,,,
-78.82311546,42.95275493,0,0,344,172,2020/10/30 13:29:56+00,,1.3,,,,,,,,,,,,13,,,,,
-78.82309926,42.95275545,0,0,345,172,2020/10/30 13:29:57+00,,1.28,,,,,,,,,,,,13,,,,,
-78.82308285,42.95275495,0,0,346,172,2020/10/30 13:29:58+00,,1.49,,,,,,,,,,,,13,,,,,
-78.82306535,42.95275637,0,0,347,172,2020/10/30 13:29:59+00,,1.44,,,,,,,,,,,,13,,,,,
-78.8230485,42.95275884,0,0,348,172,2020/10/30 13:30:00+00,,1.3,,,,,,,,,,,,13,,,,,
-78.82303156,42.95276141,0,0,349,172,2020/10/30 13:30:01+00,,1.54,,,,,,,,,,,,13,,,,,
-78.82301505,42.95276512,0,0,350,172,2020/10/30 13:30:02+00,,1.28,,,,,,,,,,,,13,,,,,
-78.82300549,42.9527664,0,0,351,171,2020/10/30 13:30:03+00,,0.58,,,,,,,,,,,,13,,,,,
-78.82299417,42.95276611,0,0,352,171,2020/10/30 13:30:04+00,,1.18,,,,,,,,,,,,13,,,,,
-78.82297821,42.95276454,0,0,353,171,2020/10/30 13:30:05+00,,1.19,,,,,,,,,,,,12,,,,,
-78.82296255,42.95275974,0,0,354,171,2020/10/30 13:30:06+00,,1.16,,,,,,,,,,,,12,,,,,
-78.82295017,42.95275143,0,0,355,171,2020/10/30 13:30:07+00,,1.2,,,,,,,,,,,,13,,,,,
-78.82294508,42.95274029,0,0,356,170,2020/10/30 13:30:08+00,,1.27,,,,,,,,,,,,13,,,,,
-78.82295074,42.95272894,0,0,357,170,2020/10/30 13:30:09+00,,1.13,,,,,,,,,,,,13,,,,,
-78.82296077,42.95271948,0,0,358,171,2020/10/30 13:30:10+00,,0.73,,,,,,,,,,,,13,,,,,
-78.82297346,42.95271292,0,0,359,171,2020/10/30 13:30:11+00,,1.09,,,,,,,,,,,,13,,,,,
-78.82298812,42.95270899,0,0,360,171,2020/10/30 13:30:12+00,,1.05,,,,,,,,,,,,13,,,,,
-78.82300317,42.95271064,0,0,361,171,2020/10/30 13:30:13+00,,1.28,,,,,,,,,,,,13,,,,,
-78.82301349,42.95271817,0,0,362,171,2020/10/30 13:30:14+00,,1.03,,,,,,,,,,,,13,,,,,
-78.82301722,42.95272729,0,0,363,171,2020/10/30 13:30:15+00,,0.9,,,,,,,,,,,,13,,,,,
-78.82301374,42.95273854,0,0,364,171,2020/10/30 13:30:16+00,,1.16,,,,,,,,,,,,13,,,,,
-78.82300544,42.95274881,0,0,365,172,2020/10/30 13:30:17+00,,0.91,,,,,,,,,,,,13,,,,,
-78.82299113,42.95275696,0,0,366,171,2020/10/30 13:30:18+00,,1.33,,,,,,,,,,,,13,,,,,
-78.82297135,42.95276021,0,0,367,171,2020/10/30 13:30:19+00,,1.41,,,,,,,,,,,,12,,,,,
-78.82295116,42.95275577,0,0,368,171,2020/10/30 13:30:20+00,,1.48,,,,,,,,,,,,12,,,,,
-78.82293474,42.9527471,0,0,369,171,2020/10/30 13:30:21+00,,1.23,,,,,,,,,,,,13,,,,,
-78.8229224,42.95273676,0,0,370,171,2020/10/30 13:30:22+00,,1.3,,,,,,,,,,,,13,,,,,
-78.8229098,42.95272582,0,0,371,171,2020/10/30 13:30:23+00,,1.44,,,,,,,,,,,,13,,,,,
-78.82289575,42.95271273,0,0,372,170,2020/10/30 13:30:24+00,,1.81,,,,,,,,,,,,13,,,,,
-78.82288106,42.952701,0,0,373,170,2020/10/30 13:30:25+00,,1.48,,,,,,,,,,,,13,,,,,
-78.82286564,42.95269026,0,0,374,170,2020/10/30 13:30:26+00,,1.66,,,,,,,,,,,,13,,,,,
-78.82285581,42.95268247,0,0,375,170,2020/10/30 13:30:27+00,,0.61,,,,,,,,,,,,13,,,,,
-78.82284407,42.95267466,0,0,376,170,2020/10/30 13:30:28+00,,1.5,,,,,,,,,,,,13,,,,,
-78.82282984,42.95266467,0,0,377,170,2020/10/30 13:30:29+00,,1.18,,,,,,,,,,,,13,,,,,
-78.82281672,42.95265516,0,0,378,171,2020/10/30 13:30:30+00,,1.27,,,,,,,,,,,,13,,,,,
-78.82280025,42.95264844,0,0,379,171,2020/10/30 13:30:31+00,,1.28,,,,,,,,,,,,13,,,,,
-78.82278153,42.95264429,0,0,380,171,2020/10/30 13:30:32+00,,1.34,,,,,,,,,,,,13,,,,,
-78.82276367,42.9526392,0,0,381,171,2020/10/30 13:30:33+00,,1.29,,,,,,,,,,,,13,,,,,
-78.82274436,42.95263288,0,0,382,170,2020/10/30 13:30:34+00,,1.52,,,,,,,,,,,,13,,,,,
-78.82272442,42.95262519,0,0,383,170,2020/10/30 13:30:35+00,,1.48,,,,,,,,,,,,13,,,,,
-78.82270589,42.95261766,0,0,384,171,2020/10/30 13:30:36+00,,1.41,,,,,,,,,,,,13,,,,,
-78.82268575,42.95261125,0,0,385,170,2020/10/30 13:30:37+00,,1.63,,,,,,,,,,,,13,,,,,
-78.82266547,42.95260607,0,0,386,169,2020/10/30 13:30:38+00,,1.41,,,,,,,,,,,,13,,,,,
-78.82264895,42.9526017,0,0,387,170,2020/10/30 13:30:39+00,,1.21,,,,,,,,,,,,13,,,,,
-78.82263248,42.95259504,0,0,388,170,2020/10/30 13:30:40+00,,1.53,,,,,,,,,,,,13,,,,,
-78.82261727,42.95258792,0,0,389,169,2020/10/30 13:30:41+00,,1.16,,,,,,,,,,,,13,,,,,
-78.82260361,42.9525799,0,0,390,169,2020/10/30 13:30:42+00,,1.4,,,,,,,,,,,,13,,,,,
-78.82259222,42.95256936,0,0,391,169,2020/10/30 13:30:43+00,,1.31,,,,,,,,,,,,13,,,,,
-78.82258394,42.95255762,0,0,392,170,2020/10/30 13:30:44+00,,1.28,,,,,,,,,,,,13,,,,,
-78.82257295,42.95254729,0,0,393,169,2020/10/30 13:30:45+00,,1.42,,,,,,,,,,,,13,,,,,
-78.8225645,42.95253873,0,0,394,170,2020/10/30 13:30:46+00,,0.81,,,,,,,,,,,,13,,,,,
-78.82255323,42.95253309,0,0,395,170,2020/10/30 13:30:47+00,,1.25,,,,,,,,,,,,13,,,,,
-78.82253472,42.95252761,0,0,396,169,2020/10/30 13:30:48+00,,1.67,,,,,,,,,,,,13,,,,,
-78.82251422,42.95252223,0,0,397,170,2020/10/30 13:30:49+00,,1.62,,,,,,,,,,,,13,,,,,
-78.82249736,42.95251701,0,0,398,171,2020/10/30 13:30:50+00,,1.31,,,,,,,,,,,,13,,,,,
-78.82248274,42.95251049,0,0,399,171,2020/10/30 13:30:51+00,,1.36,,,,,,,,,,,,13,,,,,
-78.82247344,42.95250215,0,0,400,172,2020/10/30 13:30:52+00,,0.83,,,,,,,,,,,,13,,,,,
-78.82246784,42.9524926,0,0,401,171,2020/10/30 13:30:53+00,,1.03,,,,,,,,,,,,13,,,,,
-78.82246612,42.95248074,0,0,402,172,2020/10/30 13:30:54+00,,0.95,,,,,,,,,,,,13,,,,,
-78.82246875,42.9524687,0,0,403,172,2020/10/30 13:30:55+00,,0.94,,,,,,,,,,,,13,,,,,
-78.82247701,42.95245539,0,0,404,172,2020/10/30 13:30:56+00,,1.27,,,,,,,,,,,,13,,,,,
-78.82249074,42.95244407,0,0,405,172,2020/10/30 13:30:57+00,,1.21,,,,,,,,,,,,13,,,,,
-78.82250695,42.95243955,0,0,406,171,2020/10/30 13:30:58+00,,1.18,,,,,,,,,,,,13,,,,,
-78.82252253,42.95244178,0,0,407,171,2020/10/30 13:30:59+00,,1.04,,,,,,,,,,,,13,,,,,
-78.82253506,42.95244999,0,0,408,170,2020/10/30 13:31:00+00,,1.22,,,,,,,,,,,,13,,,,,
-78.82253939,42.95246186,0,0,409,170,2020/10/30 13:31:01+00,,1.26,,,,,,,,,,,,13,,,,,
-78.82253547,42.952474,0,0,410,170,2020/10/30 13:31:02+00,,1.09,,,,,,,,,,,,12,,,,,
-78.82252538,42.95248157,0,0,411,171,2020/10/30 13:31:03+00,,1.11,,,,,,,,,,,,12,,,,,
-78.82250946,42.9524842,0,0,412,171,2020/10/30 13:31:04+00,,1.32,,,,,,,,,,,,12,,,,,
-78.8224933,42.95248122,0,0,413,171,2020/10/30 13:31:05+00,,1.06,,,,,,,,,,,,12,,,,,
-78.82247678,42.95247543,0,0,414,171,2020/10/30 13:31:06+00,,1.39,,,,,,,,,,,,12,,,,,
-78.82246226,42.95246907,0,0,415,171,2020/10/30 13:31:07+00,,0.98,,,,,,,,,,,,12,,,,,
-78.82244755,42.95246273,0,0,416,171,2020/10/30 13:31:08+00,,1.35,,,,,,,,,,,,12,,,,,
-78.8224318,42.95245422,0,0,417,172,2020/10/30 13:31:09+00,,1.37,,,,,,,,,,,,12,,,,,
-78.82241829,42.95244683,0,0,418,171,2020/10/30 13:31:10+00,,1.21,,,,,,,,,,,,12,,,,,
-78.82240502,42.95244116,0,0,419,171,2020/10/30 13:31:11+00,,1.17,,,,,,,,,,,,12,,,,,
-78.82239265,42.9524358,0,0,420,172,2020/10/30 13:31:12+00,,1.02,,,,,,,,,,,,12,,,,,
-78.82238272,42.95242803,0,0,421,172,2020/10/30 13:31:13+00,,1.17,,,,,,,,,,,,12,,,,,
-78.82237773,42.95241616,0,0,422,171,2020/10/30 13:31:14+00,,1.24,,,,,,,,,,,,12,,,,,
-78.82237906,42.9524022,0,0,423,171,2020/10/30 13:31:15+00,,1.35,,,,,,,,,,,,12,,,,,
-78.82238739,42.95238964,0,0,424,171,2020/10/30 13:31:16+00,,1.18,,,,,,,,,,,,12,,,,,
-78.82240194,42.95238028,0,0,425,172,2020/10/30 13:31:17+00,,1.26,,,,,,,,,,,,12,,,,,
-78.82242087,42.95237373,0,0,426,171,2020/10/30 13:31:18+00,,1.24,,,,,,,,,,,,12,,,,,
-78.82243871,42.95237457,0,0,427,171,2020/10/30 13:31:19+00,,1.05,,,,,,,,,,,,12,,,,,
-78.82245471,42.95238155,0,0,428,171,2020/10/30 13:31:20+00,,1.12,,,,,,,,,,,,12,,,,,
-78.82246733,42.95239419,0,0,429,171,2020/10/30 13:31:21+00,,1.33,,,,,,,,,,,,12,,,,,
-78.82245312,42.95241608,0,0,430,170,2020/10/30 13:31:23+00,,1.17,,,,,,,,,,,,12,,,,,
-78.82243513,42.95242012,0,0,431,170,2020/10/30 13:31:24+00,,0.96,,,,,,,,,,,,12,,,,,
-78.82241308,42.95241734,0,0,432,170,2020/10/30 13:31:25+00,,1.61,,,,,,,,,,,,12,,,,,
-78.82239236,42.95241285,0,0,433,170,2020/10/30 13:31:26+00,,1,,,,,,,,,,,,12,,,,,
-78.82237561,42.95240869,0,0,434,170,2020/10/30 13:31:27+00,,1.23,,,,,,,,,,,,12,,,,,
-78.82235828,42.95240316,0,0,435,170,2020/10/30 13:31:28+00,,1.36,,,,,,,,,,,,12,,,,,
-78.82234249,42.95239562,0,0,436,169,2020/10/30 13:31:29+00,,1.24,,,,,,,,,,,,12,,,,,
-78.82233028,42.95238719,0,0,437,169,2020/10/30 13:31:30+00,,1,,,,,,,,,,,,12,,,,,
-78.82232321,42.95237467,0,0,438,169,2020/10/30 13:31:31+00,,1.55,,,,,,,,,,,,12,,,,,
-78.82232372,42.95236068,0,0,439,170,2020/10/30 13:31:32+00,,1.29,,,,,,,,,,,,12,,,,,
-78.8223322,42.95234785,0,0,440,170,2020/10/30 13:31:33+00,,1.46,,,,,,,,,,,,12,,,,,
-78.82234532,42.95233769,0,0,441,171,2020/10/30 13:31:34+00,,1.23,,,,,,,,,,,,12,,,,,
-78.82236184,42.95233082,0,0,442,171,2020/10/30 13:31:35+00,,1.5,,,,,,,,,,,,12,,,,,
-78.82237939,42.95232693,0,0,443,171,2020/10/30 13:31:36+00,,1.18,,,,,,,,,,,,12,,,,,
-78.82239483,42.95232543,0,0,444,172,2020/10/30 13:31:37+00,,1.05,,,,,,,,,,,,12,,,,,
-78.82240976,42.95232621,0,0,445,172,2020/10/30 13:31:38+00,,1.07,,,,,,,,,,,,12,,,,,
-78.82242292,42.95232947,0,0,446,172,2020/10/30 13:31:39+00,,0.89,,,,,,,,,,,,12,,,,,
-78.82243301,42.95233547,0,0,447,172,2020/10/30 13:31:40+00,,0.87,,,,,,,,,,,,12,,,,,
-78.82243968,42.95234302,0,0,448,172,2020/10/30 13:31:41+00,,0.7,,,,,,,,,,,,12,,,,,
-78.82244501,42.95235084,0,0,449,173,2020/10/30 13:31:42+00,,0.73,,,,,,,,,,,,12,,,,,
-78.82244457,42.95236262,0,0,450,173,2020/10/30 13:31:43+00,,1.24,,,,,,,,,,,,12,,,,,
-78.82244116,42.95237685,0,0,451,172,2020/10/30 13:31:44+00,,1.22,,,,,,,,,,,,12,,,,,
-78.82243249,42.95238864,0,0,452,172,2020/10/30 13:31:45+00,,1.12,,,,,,,,,,,,12,,,,,
-78.82242121,42.9523972,0,0,453,173,2020/10/30 13:31:46+00,,0.93,,,,,,,,,,,,12,,,,,
-78.82240797,42.95240307,0,0,454,172,2020/10/30 13:31:47+00,,0.88,,,,,,,,,,,,12,,,,,
-78.82239117,42.95240799,0,0,455,172,2020/10/30 13:31:48+00,,1.2,,,,,,,,,,,,12,,,,,
-78.82237284,42.95241206,0,0,456,171,2020/10/30 13:31:49+00,,1.14,,,,,,,,,,,,12,,,,,
-78.82235626,42.95241355,0,0,457,171,2020/10/30 13:31:50+00,,1.08,,,,,,,,,,,,12,,,,,
-78.8223401,42.95241147,0,0,458,170,2020/10/30 13:31:51+00,,1.1,,,,,,,,,,,,12,,,,,
-78.82232645,42.95240739,0,0,459,170,2020/10/30 13:31:52+00,,0.9,,,,,,,,,,,,12,,,,,
-78.82231501,42.9523992,0,0,460,171,2020/10/30 13:31:53+00,,1.26,,,,,,,,,,,,12,,,,,
-78.82230706,42.95238941,0,0,461,171,2020/10/30 13:31:54+00,,0.86,,,,,,,,,,,,12,,,,,
-78.8223049,42.95237995,0,0,462,171,2020/10/30 13:31:55+00,,0.83,,,,,,,,,,,,12,,,,,
-78.82230655,42.9523734,0,0,463,170,2020/10/30 13:31:56+00,,0.4,,,,,,,,,,,,12,,,,,
-78.82231296,42.95236673,0,0,464,170,2020/10/30 13:31:57+00,,0.94,,,,,,,,,,,,12,,,,,
-78.82232073,42.95235994,0,0,465,169,2020/10/30 13:31:58+00,,0.79,,,,,,,,,,,,12,,,,,
-78.82233103,42.95235345,0,0,466,169,2020/10/30 13:31:59+00,,1.24,,,,,,,,,,,,12,,,,,
